objid,specobjid,class,run,rerun,camcol,field,ra,dec,redshift,dered_u,deVRad_u,psffwhm_u,extinction_u,dered_g,deVRad_g,psffwhm_g,extinction_g,dered_r,deVRad_r,psffwhm_r,extinction_r,dered_i,deVRad_i,psffwhm_i,extinction_i,dered_z,deVRad_z,psffwhm_z,extinction_z,u_g,g_r,r_i,i_z
1237656567042146503,10383146926287900672,GALAXY,2583,301,1,122,321.285476468323,-1.17442016199218,0.7831182,23.46472,0.1013471,1.284168,0.216125,23.32877,0.0001193781,1.285079,0.1684032,22.31385,0.04839243,1.003067,0.1165005,21.76241,0.1055287,0.9602068,0.08657238,21.37987,0.06324844,1.165002,0.06439395,0.1836758,1.066818,0.5813732,0.4047203
1237656567042212510,10383137030683250688,GALAXY,2583,301,1,123,321.385804557531,-1.09719001375806,0.8735346,23.5772,0.2360792,1.281625,0.1982747,23.70733,0.002649722,1.281418,0.1544943,22.19222,0.1469261,0.9765314,0.1068784,21.63064,0.4414767,0.9164084,0.07942214,23.0391,0.0006871705,1.138777,0.05907548,-0.08635521,1.562733,0.5890369,-1.388117
1237663543142712236,10335937195744186368,GALAXY,4207,301,3,121,322.475258609336,-0.109564332448673,0.144019,23.31071,0.0001002496,1.183834,0.1590345,22.37689,0.2353074,1.119117,0.1239186,22.02592,0.2118168,0.9067641,0.08572632,21.74525,0.3663261,0.8245344,0.06370384,21.66295,0.02710377,0.8736174,0.04738396,0.9689407,0.3891582,0.3026943,0.09861755
1237662307801366853,12107052800086921216,GALAXY,3919,301,6,100,218.815516084743,38.2920155218405,0.3814598,22.59864,0.09774512,1.16324,0.04049281,22.15987,4.352036e-05,1.068252,0.03155172,22.23269,0.1235393,1.082393,0.02182733,21.95201,0.05254838,1.047617,0.01622005,21.97319,0.1220796,0.9114336,0.01206474,0.44771,-0.06309891,0.2862892,-0.01702118
1237663456704136788,10383192830898360320,GALAXY,4187,301,2,85,320.339490741897,-0.692958412279154,0.9567583,23.09283,9.248008e-05,1.27784,0.237403,23.45474,0.1520578,1.085064,0.1849828,22.56707,0.152106,0.9121229,0.1279703,22.02011,0.3918068,0.8196497,0.09509562,21.14716,0.3961301,0.9381002,0.07073367,-0.3094883,0.9446812,0.5798359,0.8973103
1237663457778008307,10383197778700685312,GALAXY,4187,301,4,87,320.72236660079,0.071891171045845,0.9282792,23.47514,0.3634493,1.009416,0.2665976,23.00014,0.1311578,1.009859,0.207731,22.40531,0.2660187,0.8096184,0.1437074,22.09118,0.293984,0.765674,0.10679,21.80028,0.1435094,0.8422821,0.07943212,0.5338631,0.6588535,0.3510456,0.3182678
1237663716017243032,10589353191425724416,GALAXY,4247,301,5,153,6.72032092373922,0.429297580475751,0.797157,22.91529,0.0006997548,1.050502,0.1000497,22.90547,0.07866859,0.9490134,0.07795803,22.38963,0.4332428,0.8908361,0.053931,21.9369,0.3235869,0.8472595,0.04007651,21.91367,0.0002068621,0.8223848,0.02980956,0.03191948,0.5398636,0.4665852,0.03349495
1237663784199520900,10590222080808341504,GALAXY,4263,301,4,148,4.84935566710078,0.0879457453085924,0.5788801,23.1076,0.05748824,0.9674625,0.1081077,23.03534,0.0880797,0.9417804,0.08423676,21.9986,0.4040319,0.7381203,0.0582746,21.78455,0.3842672,0.719133,0.04330428,22.33746,0.1217133,0.8436526,0.03221042,0.09612846,1.062708,0.2290192,-0.5418205
1237663784200045044,10589322405100146688,GALAXY,4263,301,4,156,6.01497433373984,0.144382915323399,0.4822904,23.31086,0.03333367,0.9919925,0.1240337,22.65854,0.233342,0.9460459,0.0966462,22.11769,0.08399564,0.7720408,0.06685939,21.59575,0.1882483,0.608587,0.04968369,20.63745,0.2237566,0.84666,0.03695554,0.6797142,0.570631,0.5391159,0.9710274
1237679433444754081,10518298896278769664,GALAXY,7907,301,1,72,0.009910923827519,-3.73429010610978,0.8418752,22.74473,0.3629586,1.390526,0.1523333,22.73555,0.7308933,1.194366,0.118697,22.16935,0.2705994,0.9552103,0.08211406,21.35041,0.3289182,0.8732227,0.06101955,20.85521,0.001218095,1.006246,0.04538734,0.04281616,0.6027851,0.8400307,0.5108318
