objid,specobjid,class,run,rerun,camcol,field,ra,dec,redshift,dered_u,deVRad_u,psffwhm_u,extinction_u,dered_g,deVRad_g,psffwhm_g,extinction_g,dered_r,deVRad_r,psffwhm_r,extinction_r,dered_i,deVRad_i,psffwhm_i,extinction_i,dered_z,deVRad_z,psffwhm_z,extinction_z,u_g,g_r,r_i,i_z
1237678845569008650,1.274090476340906e+19,GALAXY,7770,301,2,40,318.273492433707,6.24551561942928,0.6006613,25.23064,0.0004400622,1.387053,0.4231406,22.63499,0.7058907,1.162116,0.3297083,21.56529,0.8021313,1.058124,0.2280907,20.51654,0.5233299,0.9712002,0.1694958,19.83757,0.430256,1.048369,0.1260738,2.689083,1.171316,1.10734,0.7224007
1237678846105683843,1.2740881123909063e+19,GALAXY,7770,301,3,37,317.874218747044,6.53126538162955,0.5821909,25.35929,2.082551e-05,1.259929,0.3681979,22.94537,0.5384892,1.239333,0.2868973,21.36694,0.7082846,1.073343,0.1984742,20.33657,0.4840371,0.8846807,0.1474876,19.64069,0.6544641,1.033058,0.1097037,2.495218,1.666851,1.081356,0.7336712
1237670015654233139,1.2476136865916015e+19,GALAXY,5714,301,3,57,27.6143569110758,6.88389622560621,0.5535099,26.24952,0.02927466,1.12268,0.2119926,23.28601,0.366401,0.9980234,0.1651832,21.51937,1.318304,0.8496191,0.114273,20.4939,0.2792722,0.7834469,0.08491707,19.82731,0.1522163,0.8511885,0.0631627,3.010317,1.817554,1.054823,0.688345
1237670015654494476,1.2476098383009042e+19,GALAXY,5714,301,3,61,28.2565013015378,6.74687856213987,1.572459,21.30336,0.5559028,1.048778,0.293961,21.42154,0.1092712,1.007201,0.2290524,21.28745,0.1574486,0.8684176,0.1584574,21.41714,0.2551388,0.8248914,0.1177508,21.13377,0.4116862,0.8118848,0.08758499,-0.05327034,0.2046852,-0.08898354,0.3135357
1237670016191234299,1.2476118174218342e+19,GALAXY,5714,301,4,59,27.8946868396639,7.23830932156561,0.9700692,21.68476,0.1221381,1.103978,0.2665083,21.62841,0.175042,0.9622834,0.2076614,21.62012,0.1680115,0.8687341,0.1436592,21.03742,0.1729705,0.7891837,0.1067542,20.95343,0.1845846,0.8601629,0.0794055,0.1151981,0.07229424,0.6196041,0.1113453
1237678853621810546,1.2740939947781149e+19,GALAXY,7772,301,1,36,318.832808064173,5.92570371612315,0.8579656,21.76832,1.589892,1.431819,0.3652571,21.46552,0.168826,1.211736,0.2846058,21.62385,0.07825322,0.9694695,0.196889,21.20472,0.189342,1.051584,0.1463096,20.63454,0.7155422,1.230402,0.1088275,0.3834553,-0.07061577,0.4697056,0.607666
1237680099163963881,1.0581285801009893e+19,GALAXY,8062,301,1,61,24.6756207047877,1.4047314148344,0.9327404,22.7727,0.2938025,1.350878,0.1387452,22.17982,0.3482683,1.138922,0.1081093,21.6963,0.4563697,1.040951,0.07478952,21.23724,0.2262436,0.9367844,0.05557663,21.0062,1.092986,1.040221,0.0413388,0.6235142,0.5168438,0.4782734,0.2452831
1237678854157961187,1.2740840991734649e+19,GALAXY,7772,301,2,25,317.126421356128,6.22323483079116,0.5751162,24.33299,0.000417421,1.186894,0.3498486,22.68986,0.2940239,1.091347,0.2725997,21.26525,0.5586576,0.8200009,0.1885832,20.25023,0.3720501,0.7669063,0.1401375,19.54976,0.5106822,0.8745309,0.1042366,1.720379,1.508625,1.063467,0.7363701
1237678777924846484,1.2743189274079547e+19,GALAXY,7754,301,4,64,322.382093142768,4.08830847718685,1.369992,22.26141,0.0007411776,1.463882,0.2669924,21.50374,0.2574299,1.252377,0.2080387,21.33993,0.324891,1.278768,0.1439202,20.97836,0.1651772,1.105014,0.1069481,20.19299,0.2507758,1.089521,0.07954976,0.8166275,0.2279263,0.3985462,0.8127689
1237678777925370590,1.274651199831935e+19,GALAXY,7754,301,4,72,323.641207179758,3.99764728315536,0.6919695,21.87058,0.001090655,1.273188,0.2293364,21.59034,0.1048621,1.328313,0.1786973,21.21131,0.1520755,1.093045,0.123622,20.97894,0.2505555,1.053748,0.09186439,20.69157,1.368149,1.129887,0.06833023,0.3308811,0.4340992,0.2641354,0.3109035
1237678777925501189,1.2746522168801907e+19,GALAXY,7754,301,4,74,323.856481911515,4.06504671732402,0.6109647,24.02758,0.1006735,1.372274,0.2287441,24.66393,0.0009476474,1.295152,0.1782359,21.58764,0.414195,1.103386,0.1233028,20.34845,0.8820064,0.9977477,0.09162716,19.6324,0.3788156,1.113253,0.06815377,-0.585844,3.131222,1.270866,0.739521
1237678777925895350,1.2746576044871668e+19,GALAXY,7754,301,4,80,324.764626392557,4.2092512996344,0.5411452,25.91361,0.06324581,1.403802,0.3426622,23.67297,0.9775296,1.220286,0.267,21.64186,0.4219234,1.137139,0.1847094,20.5754,0.4426273,1.079925,0.1372589,19.83025,0.7528524,1.132786,0.1020954,2.316301,2.113403,1.113911,0.7803097
1237678778461585628,1.274318460115513e+19,GALAXY,7754,301,5,62,322.147400693469,4.48377832967663,0.8197625,24.7882,0.03678256,1.435191,0.261804,23.77655,1.307959,1.30423,0.2039959,21.48449,0.4752102,1.282754,0.1411234,20.44401,0.5527088,1.244578,0.1048698,19.51165,0.4603218,1.198528,0.07800388,1.069454,2.354942,1.076727,0.9592266
1237678778462766299,1.274657219658097e+19,GALAXY,7754,301,5,80,324.823891824588,4.46514865066956,0.6714094,25.31717,0.0003137281,1.396231,0.2966076,23.39399,0.5683894,1.212955,0.2311146,21.43154,0.47958,1.117945,0.159884,20.35718,0.1778052,1.117286,0.118811,19.68188,0.7002004,1.157886,0.08837353,1.988667,2.033686,1.115433,0.7057381
1237678855231964832,1.2740866555379995e+19,GALAXY,7772,301,4,29,317.595125280659,7.11052774655831,1.354429,22.05056,0.8942412,1.039778,0.39768,21.37961,0.122099,1.140981,0.3098696,21.26342,0.1220238,0.8562427,0.2143663,21.0069,0.2846406,0.7759681,0.1592972,20.74106,0.03650925,0.8230306,0.1184878,0.7587624,0.211689,0.3115902,0.3066502
1237678855232029715,1.2740867380013715e+19,GALAXY,7772,301,4,30,317.640913938119,7.04430476874683,0.784708,21.65479,0.001466787,1.054311,0.4444368,22.05453,0.0003423225,1.165257,0.3463022,21.71991,0.09008284,0.857478,0.2395702,21.82753,1.273987e-05,0.797038,0.1780263,20.95129,0.00897761,0.8447326,0.1324189,-0.3016109,0.4413605,-0.04607582,0.9218464
1237680502897181381,1.3101008291630436e+19,GALAXY,8156,301,1,157,346.23026976566,32.6507518837868,0.6467983,21.42329,0.0004339345,1.429353,0.4233064,21.24932,0.3189277,1.544742,0.3298375,20.95256,0.1706652,1.16087,0.2281801,20.71056,0.3450142,1.118666,0.1695622,20.58626,0.7764769,1.28717,0.1261231,0.2674465,0.3984089,0.3006191,0.1677399
